5.308356,26.686909,26.580305
15.236653,22.803263,25.619059
8.448504,12.644080,43.485619
7.957568,10.680975,44.604111
8.824930,8.852717,45.029922
0.019649,12.499985,45.029922
1.925740,13.179440,44.604111
2.966720,14.914710,43.485619
-15.236653,22.803263,25.619059
-5.308356,26.686909,26.580305
-2.966720,14.914710,43.485619
-1.925742,13.179438,44.604111
-0.019649,12.499985,45.029922
-8.824930,8.852717,45.029922
-7.957570,10.680975,44.604111
-8.448504,12.644080,43.485619
-27.460852,5.462303,20.229660
-23.273342,15.550751,20.700029
-12.644080,8.448504,43.485619
-10.680975,7.957564,44.604111
-8.852717,8.824930,45.029922
-12.499985,0.019649,45.029922
-13.179441,1.925738,44.604111
-14.914710,2.966720,43.485619
-12.644080,-8.448504,43.485619
-23.281149,-15.555966,19.974985
-27.461988,-5.462529,19.974985
-14.914710,-2.966720,43.485619
-13.179440,-1.925740,44.604111
-12.499985,-0.019649,45.029922
-8.852717,-8.824930,45.029922
-10.680975,-7.957567,44.604111
-2.966720,-14.914710,43.485619
-5.462529,-27.461988,19.974985
-15.555966,-23.281149,19.974985
-8.448504,-12.644080,43.485619
-7.957568,-10.680975,44.604111
-8.824930,-8.852717,45.029922
-0.019649,-12.499985,45.029922
-1.925740,-13.179440,44.604111
14.914710,-2.966720,43.485619
27.461988,-5.462529,19.974985
23.281149,-15.555966,19.974985
12.644080,-8.448504,43.485619
10.680975,-7.957564,44.604111
8.852717,-8.824930,45.029922
12.499985,-0.019649,45.029922
13.179441,-1.925738,44.604111
23.273342,15.550751,20.700029
27.460852,5.462303,20.229660
14.914710,2.966720,43.485619
13.179440,1.925740,44.604111
12.499985,0.019649,45.029922
8.852717,8.824930,45.029922
10.680975,7.957567,44.604111
12.644080,8.448504,43.485619
13.179456,1.925722,49.071266
14.914710,2.966720,48.130802
12.499985,0.019649,49.432583
12.499985,-0.019649,49.432583
13.179456,-1.925723,49.071266
14.914710,-2.966720,48.130802
10.680973,-7.957591,49.071266
12.644080,-8.448504,48.130802
8.852717,-8.824930,49.432583
8.824930,-8.852717,49.432583
8.824930,-8.852717,45.029922
0.019649,-12.499985,45.029922
0.019649,-12.499985,49.432583
-0.019649,-12.499985,49.432583
-1.925723,-13.179456,49.071266
-2.966720,-14.914710,48.130802
-7.957591,-10.680973,49.071266
-8.448504,-12.644080,48.130802
-8.824930,-8.852717,49.432583
-8.852717,-8.824930,49.432583
-10.680974,-7.957591,49.071266
-12.644080,-8.448504,48.130802
-13.179456,-1.925722,49.071266
-14.914710,-2.966720,48.130802
-12.499985,-0.019649,49.432583
-12.499985,0.019649,49.432583
-13.179456,1.925723,49.071266
-14.914710,2.966720,48.130802
-10.680973,7.957591,49.071266
-12.644080,8.448504,48.130802
-8.852717,8.824930,49.432583
-8.824930,8.852717,49.432583
-7.957591,10.680974,49.071266
-8.448504,12.644080,48.130802
-1.925722,13.179456,49.071266
-2.966720,14.914710,48.130802
-0.019649,12.499985,49.432583
0.019649,12.499985,49.432583
1.925723,13.179456,49.071266
2.966720,14.914710,48.130802
7.957591,10.680973,49.071266
8.448504,12.644080,48.130802
8.824930,8.852717,49.432583
8.852717,8.824930,49.432583
